doi,pmid,pmcid,year,authors,title,journal,sources,scopus_eid,wos_ut,embase_pui,openalex_id,filename
10.3390/biology12030358,36979049,PMC10045941,2023,Traglia,Genomic Comparative Analysis of Two Multi-Drug Resistance (MDR) Acinetobacter baumannii Clinical Strains Assigned to International Clonal Lineage II Recovered Pre- and Post-COVID-19 Pandemic.,Biology,PubMed,,,,,Traglia_2023
10.3390/antibiotics12030623,36978490,PMC10044867,2023,Rajapaksha,The Antimicrobial Peptide Octopromycin Suppresses Biofilm Formation and Quorum Sensing in Acinetobacter baumannii.,"Antibiotics (Basel, Switzerland)",Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4328125645,Rajapaksha_2023
10.1007/s11274-023-03545-z,36781570,,2023,Memariani,Antibiofilm properties of cathelicidin LL-37: an in-depth review.,World journal of microbiology & biotechnology,OpenAlex; PubMed,,,,https://openalex.org/W4320481059,Memariani_2023
10.1016/j.heliyon.2023.e12837,36685419,PMC9852675,2023,Tiwari,Assessment of potassium ion channel during electric signalling in biofilm formation of Acinetobacter baumannii for finding antibiofilm molecule.,Heliyon,OpenAlex; PubMed,,,,https://openalex.org/W4313549991,Tiwari_2023
10.1186/s12866-023-02758-4,36658487,PMC9850556,2023,Pourhajibagher,Antimicrobial activity of D-amino acid in combination with photo-sonoactivated hypericin nanoparticles against Acinetobacter baumannii.,BMC microbiology,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4317434685,Pourhajibagher_2023
10.1093/jambio/lxac023,36626755,,2023,Li,"Triple combination of SPR741, clarithromycin, and erythromycin against Acinetobacter baumannii and its tolerant phenotype.",Journal of applied microbiology,OpenAlex; PubMed,,,,https://openalex.org/W4315620698,Li_2023
10.3389/fmicb.2022.1029098,36560948,PMC9763703,2022,Panda,Recent advances to combat ESKAPE pathogens with special reference to essential oils.,Frontiers in microbiology,OpenAlex; PubMed,,,,https://openalex.org/W4311633663,Panda_2022
10.18502/ijm.v14i5.10966,36531823,PMC9723426,2022,Esmaeili-Fard-Barzegar,Lytic potential of a filamentous bacteriophage isolated from sewage water in Tehran on clinical carbapenem-resistant strains.,Iranian journal of microbiology,OpenAlex; PubMed,,,,https://openalex.org/W4307243765,EsmaeiliFardBarzegar_2022
10.3389/fcimb.2022.997897,36519127,PMC9742364,2022,Kumkar,"Diversity of resistant determinants, virulence factors, and mobile genetic elements in Acinetobacter baumannii from India: A comprehensive in silico genome analysis.",Frontiers in cellular and infection microbiology,PubMed,,,,,Kumkar_2022
10.1016/j.bmc.2022.117095,36442439,,2022,Jia,Synthesis and antibiofilm evaluation of N-acyl-2-aminopyrimidine derivatives against Acinetobacter baumannii.,Bioorganic & medicinal chemistry,Crossref; PubMed,,,,,Jia_2022
10.3390/v14112561,36423170,PMC9695679,2022,Wintachai,Isolation and Characterization of a Phapecoctavirus Infecting Multidrug-Resistant Acinetobacter baumannii in A549 Alveolar Epithelial Cells.,Viruses,PubMed,,,,,Wintachai_2022
10.1007/s00203-022-03308-8,36383290,,2022,Laliany,"In vitro virulence activity of Pseudomonas aeruginosa, enhanced by either Acinetobacter baumannii or Enterococcus faecium through the polymicrobial interactions.",Archives of microbiology,PubMed,,,,,Laliany_2022
10.3390/ijms232113136,36361923,PMC9657202,2022,Kim,Complementary Regulation of BfmRS Two-Component and AbaIR Quorum Sensing Systems to Express Virulence-Associated Genes in Acinetobacter baumannii.,International journal of molecular sciences,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4307944954,Kim_2022
10.1186/s12941-022-00536-0,36335338,PMC9637306,2022,Zhu,Insight into carbapenem resistance and virulence of Acinetobacter baumannii from a children's medical centre in eastern China.,Annals of clinical microbiology and antimicrobials,OpenAlex; PubMed,,,,https://openalex.org/W4308260071,Zhu_2022
10.3390/ph15101212,36297324,PMC9607359,2022,Bazaid,"The Antimicrobial Effects of Saudi Sumra Honey against Drug Resistant Pathogens: Phytochemical Analysis, Antibiofilm, Anti-Quorum Sensing, and Antioxidant Activities.","Pharmaceuticals (Basel, Switzerland)",OpenAlex; PubMed,,,,https://openalex.org/W4303962086,Bazaid_2022
10.3390/ijms232012705,36293559,PMC9603859,2022,Shenkutie,Effects of Sub-Minimum Inhibitory Concentrations of Imipenem and Colistin on Expression of Biofilm-Specific Antibiotic Resistance and Virulence Genes in Acinetobacter baumannii Sequence Type 1894.,International journal of molecular sciences,OpenAlex; PubMed,,,,https://openalex.org/W4307262701,Shenkutie_2022
10.3390/biology11101466,36290370,PMC9598666,2022,Santajit,Quorum Sensing in ESKAPE Bugs: A Target for Combating Antimicrobial Resistance and Bacterial Virulence.,Biology,OpenAlex; PubMed,,,,https://openalex.org/W4303614136,Santajit_2022
10.1080/03639045.2022.2132260,36191015,,2022,Siddique,Ecofriendly phytosynthesized zirconium oxide nanoparticles as antibiofilm and quorum quenching agents against Acinetobacter baumannii.,Drug development and industrial pharmacy,Crossref; PubMed,,,,,Siddique_2022
10.1007/s11030-022-10533-2,36190592,,2022,Jha,"Droperidol as a potential inhibitor of acyl-homoserine lactone synthase from A. baumannii: insights from virtual screening, MD simulations and MM/PBSA calculations.",Molecular diversity,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4300688803,Jha_2022
10.1556/1886.2022.00015,36149764,PMC9530676,2022,Maisch,Antibacterial effects of vanilla ingredients provide novel treatment options for infections with multidrug-resistant bacteria - A recent literature review.,European journal of microbiology & immunology,OpenAlex; PubMed,,,,https://openalex.org/W4296805600,Maisch_2022
10.3389/fmicb.2022.909886,36060733,PMC9428484,2022,Yadav,In silico analysis reveals the co-existence of CRISPR-Cas type I-F1 and type I-F2 systems and its association with restricted phage invasion in Acinetobacter baumannii.,Frontiers in microbiology,OpenAlex; PubMed,,,,https://openalex.org/W4292266532,Yadav_2022
10.1038/s41598-022-19012-y,36030268,PMC9420150,2022,Escalante,Human serum albumin (HSA) regulates the expression of histone-like nucleoid structure protein (H-NS) in Acinetobacter baumannii.,Scientific reports,OpenAlex; PubMed,,,,https://openalex.org/W4293318313,Escalante_2022
10.1016/j.jep.2022.115602,36030030,,2022,Wang,Evaluation of the antimicrobial function of Ginkgo biloba exocarp extract against clinical bacteria and its effect on Staphylococcus haemolyticus by disrupting biofilms.,Journal of ethnopharmacology,OpenAlex; PubMed,,,,https://openalex.org/W4292940670,Wang_2022
10.3390/antibiotics11081136,36010006,PMC9404735,2022,Segatore,In Vitro Activity of Sulbactam-Durlobactam against Carbapenem-Resistant Acinetobacter baumannii Clinical Isolates: A Multicentre Report from Italy.,"Antibiotics (Basel, Switzerland)",PubMed,,,,,Segatore_2022
10.3390/antibiotics11081045,36009914,PMC9404926,2022,Jacobmeyer,Genomic Analysis of Acinetobacter baumannii Isolates Carrying OXA-23 and OXA-58 Genes from Animals Reveals ST1 and ST25 as Major Clonal Lineages.,"Antibiotics (Basel, Switzerland)",OpenAlex; PubMed,,,,https://openalex.org/W4289517218,Jacobmeyer_2022
10.1186/s12866-022-02612-z,35971084,PMC9380347,2022,Xiong,Transcriptomic analysis reveals the regulatory role of quorum sensing in the Acinetobacter baumannii ATCC 19606 via RNA-seq.,BMC microbiology,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4291743725,Xiong_2022
10.1007/s00284-022-02976-5,35947200,,2022,Ghalavand,Characterization of Sequence Types and Mechanisms of Resistance to Tigecycline Among Acinetobacter baumannii Isolated from Children.,Current microbiology,OpenAlex; PubMed,,,,https://openalex.org/W4292075559,Ghalavand_2022
10.1128/spectrum.00829-22,35938813,PMC9430643,2022,Wang,CRISPR-Cas in Acinetobacter baumannii Contributes to Antibiotic Susceptibility by Targeting Endogenous AbaI.,Microbiology spectrum,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4290644155,Wang_2022_2
10.1093/femspd/ftac029,35867872,,2022,Kashyap,3-indoleacetonitrile attenuates biofilm formation and enhances sensitivity to imipenem in Acinetobacter baumannii.,Pathogens and disease,OpenAlex; PubMed,,,,https://openalex.org/W4286587242,Kashyap_2022
10.1128/spectrum.01027-22,35862954,PMC9431217,2022,Cui,The Cell-Cell Communication Signal Indole Controls the Physiology and Interspecies Communication of Acinetobacter baumannii.,Microbiology spectrum,PubMed,,,,,Cui_2022
10.3897/folmed.63.e56566,35851208,,2021,Abbaszadeh,Genetic characterization of extensive drug resistant Acinetobacter baumannii: an appalling impediment.,Folia medica,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W3208223127,Abbaszadeh_2021
10.3389/fmicb.2022.926170,35733960,PMC9207386,2022,Zore,Repurposing the Sphingosine-1-Phosphate Receptor Modulator Etrasimod as an Antibacterial Agent Against Gram-Positive Bacteria.,Frontiers in microbiology,OpenAlex; PubMed,,,,https://openalex.org/W4281921738,Zore_2022
10.1371/journal.pgen.1010020,35653398,PMC9162365,2022,Djahanschiri,Evolutionarily stable gene clusters shed light on the common grounds of pathogenicity in the Acinetobacter calcoaceticus-baumannii complex.,PLoS genetics,OpenAlex; PubMed,,,,https://openalex.org/W4281723528,Djahanschiri_2022
10.3390/pharmaceutics14050967,35631553,PMC9144697,2022,Golberg,"Anti-Virulence Activity of 3,3'-Diindolylmethane (DIM): A Bioactive Cruciferous Phytochemical with Accelerated Wound Healing Benefits.",Pharmaceutics,OpenAlex; PubMed,,,,https://openalex.org/W4225289229,Golberg_2022
10.3390/metabo12050449,35629953,PMC9146490,2022,Charalambous,Proteobacteria and Firmicutes Secreted Factors Exert Distinct Effects on Pseudomonas aeruginosa Infection under Normoxia or Mild Hypoxia.,Metabolites,PubMed,,,,,Charalambous_2022
10.3390/antibiotics11050594,35625238,PMC9138137,2022,Nogbou,"Whole-Genome Sequencing of a Colistin-Resistant Acinetobacter baumannii Strain Isolated at a Tertiary Health Facility in Pretoria, South Africa.","Antibiotics (Basel, Switzerland)",OpenAlex; PubMed,,,,https://openalex.org/W4282927719,Nogbou_2022
10.1111/jam.15609,35503000,,2022,Elshaer,"Ketoprofen, piroxicam and indomethacin-suppressed quorum sensing and virulence factors in Acinetobacter baumannii.",Journal of applied microbiology,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4225304195,Elshaer_2022
10.1016/j.micres.2022.127032,35483311,,2022,Law,"The role of quorum sensing, biofilm formation, and iron acquisition as key virulence mechanisms in Acinetobacter baumannii and the corresponding anti-virulence strategies.",Microbiological research,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4223530964,Law_2022
10.3389/fmed.2022.793615,35402433,PMC8987773,2022,Roy,Convergence of Biofilm Formation and Antibiotic Resistance in Acinetobacter baumannii Infection.,Frontiers in medicine,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4220675688,Roy_2022
10.1111/1462-2920.15985,35352448,PMC9790458,2022,Romero,Mushroom-shaped structures formed in Acinetobacter baumannii biofilms grown in a roller bioreactor are associated with quorum sensing-dependent Csu-pilus assembly.,Environmental microbiology,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4220695082,Romero_2022
10.1016/j.jmgm.2022.108168,35339024,,2022,Jha,An extensive computational study to identify potential inhibitors of Acyl-homoserine-lactone synthase from Acinetobacter baumannii (strain AYE).,Journal of molecular graphics & modelling,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4221091261,Jha_2022_2
10.1128/spectrum.01768-21,35196792,PMC8865539,2022,Li,Synergistic Inhibitory Effect of Polymyxin B in Combination with Ceftazidime against Robust Biofilm Formed by Acinetobacter baumannii with Genetic Deficiency in AbaI/AbaR Quorum Sensing.,Microbiology spectrum,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4213414635,Li_2022
10.1016/j.micinf.2022.104951,35151875,,2022,Vogel,Fighting Acinetobacter baumannii infections with the acylase PvdQ.,Microbes and infection,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4211007541,Vogel_2022
10.1002/jcp.30683,35083758,,2022,Kaushik,Therapeutic strategies against potential antibiofilm targets of multidrug-resistant Acinetobacter baumannii.,Journal of cellular physiology,OpenAlex; PubMed,,,,https://openalex.org/W4210496579,Kaushik_2022
10.1128/mbio.02631-21,35073754,PMC8787482,2022,Godeux,Interbacterial Transfer of Carbapenem Resistance and Large Antibiotic Resistance Islands by Natural Transformation in Pathogenic Acinetobacter.,mBio,PubMed,,,,,Godeux_2022
10.3390/v14010033,35062236,PMC8778864,2021,Wienhold,Preclinical Assessment of Bacteriophage Therapy against Experimental Acinetobacter baumannii Lung Infection.,Viruses,PubMed,,,,,Wienhold_2021
10.3390/antibiotics11010061,35052938,PMC8773049,2022,Ghosh,Phytocompound Mediated Blockage of Quorum Sensing Cascade in ESKAPE Pathogens.,"Antibiotics (Basel, Switzerland)",PubMed,,,,,Ghosh_2022
10.1016/j.cimid.2022.101747,35030534,,2022,Shahbandeh,"The antimicrobial effect of quorum sensing autoinducers of Pseudomonas aeruginosa, C12-HSL and C4-HSL, against MDR Staphylococcus aureus isolates.","Comparative immunology, microbiology and infectious diseases",PubMed,,,,,Shahbandeh_2022
10.1080/08927014.2021.2015336,34961388,,2021,Jothipandiyan,Heteroleptic pincer palladium(II) complex coated orthopedic implants impede the AbaI/AbaR quorum sensing system and biofilm development by Acinetobacter baumannii.,Biofouling,Crossref; OpenAlex; PubMed,,,,https://openalex.org/W4200233593,Jothipandiyan_2021
10.2174/1871526522666211220121725,34931970,,2022,Pourhajibagher,Evaluation of Antimicrobial Effects of Photo-sonodynamic Antimicrobial Chemotherapy Based on Nano-micelle Curcumin on Virulence Gene Expression Patterns in Acinetobacter baumannii.,Infectious disorders drug targets,PubMed,,,,,Pourhajibagher_2022
10.1099/mgen.0.000705,34874246,PMC8767349,2021,Koong,Phylogenomics of two ST1 antibiotic-susceptible non-clinical Acinetobacter baumannii strains reveals multiple lineages and complex evolutionary history in global clone 1.,Microbial genomics,OpenAlex; PubMed,,,,https://openalex.org/W4200622489,Koong_2021
10.3389/fcimb.2021.778331,34805000,PMC8601201,2021,Tierney,A LysR-Type Transcriptional Regulator Controls Multiple Phenotypes in Acinetobacter baumannii.,Frontiers in cellular and infection microbiology,PubMed,,,,,Tierney_2021
10.1016/j.micres.2021.126911,34763140,,2021,Li,Integrating transcriptomics and metabolomics analysis on kojic acid combating Acinetobacter baumannii biofilm and its potential roles.,Microbiological research,OpenAlex; PubMed,,,,https://openalex.org/W3211061500,Li_2021
10.1080/21505594.2021.1995253,34696704,PMC8583241,2021,Kim,Global regulator DksA modulates virulence of Acinetobacter baumannii.,Virulence,OpenAlex; PubMed,,,,https://openalex.org/W3208646215,Kim_2021
10.3390/antibiotics10101266,34680848,PMC8532685,2021,Luís,Screening of the Potential Bioactivities of Pennyroyal (Mentha pulegium L.) Essential Oil.,"Antibiotics (Basel, Switzerland)",OpenAlex; PubMed,,,,https://openalex.org/W3205174814,Lus_2021
10.3390/antibiotics10101196,34680777,PMC8532878,2021,Wang,Co-Occurrence of blaOXA-23 in the Chromosome and Plasmid: Increased Fitness in Carbapenem-Resistant Acinetobacter baumannii.,"Antibiotics (Basel, Switzerland)",PubMed,,,,,Wang_2021
10.3390/ijms22189921,34576087,PMC8465190,2021,Lin,Role of Iron-Containing Alcohol Dehydrogenases in Acinetobacter baumannii ATCC 19606 Stress Resistance and Virulence.,International journal of molecular sciences,OpenAlex; PubMed,,,,https://openalex.org/W3199247923,Lin_2021
10.3390/biomedicines9091133,34572317,PMC8466663,2021,Khadke,Assessment of Antibiofilm Potencies of Nervonic and Oleic Acid against Acinetobacter baumannii Using In Vitro and Computational Approaches.,Biomedicines,OpenAlex; PubMed,,,,https://openalex.org/W3197141106,Khadke_2021
